place,reviews
Pacific Mall,Since Dehradun is a small city this mall is Very much hyped and at present probably the best mall in Dehradun. Most of the good brands are available. Food court is not that impressive. Not many restaurants are there in the mall.Location is very prime as it's on the main Rajpur…
Pacific Mall,Beggars can't be choosers hence its popularity amongst the citizens of Dun.During the summers its jampacked with people who just hang around as its airconditioned.PVR is reasonably comfortable and the variety of food available is predictable and run of the mill.
Pacific Mall,"Big place. top floor with movie hall ,food court -which has lots to choose from. But the shops r as usual like pantaloons Max ,trends 99 store ( only name is 99) etc. but must visit. Sundays & holidays hav more visitors."
Pacific Mall,"When you have your child studying in Mussoorie, the only option you have for a 2 day outing is to visit this place which is a one stop shop for every one's requirements."
Pacific Mall,"I was not expecting such a great mall in Dehradun. It is an excellent place to spend time on a hot day with lots of options for shopping, eating and kids play."
Pacific Mall,It was a drousy Sunday morning till we decide to raise the tempo a bit! What better way to watch one of latest flicks in a cosy air conditioned space! PVR it was and proud to say will be
Pacific Mall,Had ordered through delivery and the tamper seal is a nice touch on the packaging. Had ordered the veg cheese melt with extra patty and extra cheese. The bun looked a bit wear. The over all look was that of a burger rushed in making and felt all the components were just slapped…
Pacific Mall,I have been here with my friends and there is always some fest going on over here and it’s the largest mall in the city and it’s location is too good and everyone can have something for them here
Pacific Mall,"One of the best mall in dehradun ,each of the branded clothes and EATABLES item are At large,good ambience"
Pacific Mall,"I am a resident of Dehradun and a frequent visitor to the mall. Being on the wheelchair I require a dedicated parking for the specially abled for easy access to the elevator area. Though, there is a so-called “ reserved parking for the physically handicapped “ but most of the…"
Pacific Mall,It's a decent place to spend an evening. The food court has a good spread. Most of the brands are available here.
Pacific Mall,Probably the only good mall to visit in Dehradun. It is the only one with all the facilities and brands available. Including a good pvr with 5 screens. Parking is also quite large as compared to other malls in doon.
Pacific Mall,"Easily the best shopping in the city. Pacific Mall is an incredibly well run mall featuring not only a consistently-full shopping area, but also a great restaurant selection on the top floor, the best cinema in the city, and a great variety of rotating vendors, shows, and…"
Pacific Mall,"We had not visited Dehradun for several years, and as it happened, this time when we visited, we booked into the Lemon Tree Hotel—which is on the 4th and 5th floors of the Pacific Mall. So, right after checking in and depositing our luggage in our room, we went off to explore…"
Chetwoode Hall (Indian Military Academy),"This place is inside the IMA campus so entry can be a challenge. But once inside you should definitely visit the museum and see what makes Indian Army the heroes that they are. Read about the martyrs and their martyrdom, see the portraits of the generals who are passouts of the…"
Chetwoode Hall (Indian Military Academy),"The place is situatwd in Indian military academy which holds daily practice of drill in early morning, it is not open to public bit could be seen from the the main road bisecting Indian military academy in two halves It holds the passing out parade twice a year in month of June…"
Chetwoode Hall (Indian Military Academy),"You can flash an iD Card however there is no entry here without you have some Very Special Connections. This does not make Chetwoode Hall any different than Royal Roads or West Point, etc. Thus what is there to review when the very best you can get is a quick glimpse before the…"
Chetwoode Hall (Indian Military Academy),Indian Military academy is very good place for visit while u r in Dehradun. it brought you to British era.
Chetwoode Hall (Indian Military Academy),"The Chetwoode Hall adjoins the Indian Military Academy and is home to the Indian army's modern artilleries and sophisticated ammunitions along with a wide range of artifacts that detail the splendor of the Indian Armed Forces Aside from the direct shows, the exhibition hall…"
Chetwoode Hall (Indian Military Academy),"It's a prime institute of India. We are / were not allowed inside the institute, but was a privilege to see the grand academy from outside."
Chetwoode Hall (Indian Military Academy),1. Was here... our Alma Mater... where we got training for 18 months.... 27 years ago.... and took out final steps on 11 Jun 1994.... to become commissioned officers of Indian Army. 2. It is always a nostalgic feeling when you come to such places.... which is surrounded by…
Chetwoode Hall (Indian Military Academy),If u can manage u must pay this memorable esteemed place a visit! You must take ur children to imbibe in the essence of service before self...it will come handy always n everywhere
Chetwoode Hall (Indian Military Academy),"The Indian Military Academy's pride is the Chetwode Hall (not Chetwoode as mistakenly titled by Tripadvisor!!). Built in 1930, the Chetwode Hall on the Drill Square houses the administrative headquarters of the IMA and is also the hub of academic training. It has lecture…"
Chetwoode Hall (Indian Military Academy),"Indian Military Academy, a premier military training established is one of the finest in the world. One needs to experience it to believe how grand and exclusive it is, only the very brave have the honour of passing out from here."
Chetwoode Hall (Indian Military Academy),This is the place where we salute our most prestigious academy in country. Our brave officers are trained in this academy
Chetwoode Hall (Indian Military Academy),"The place was very nice, it was very neat and clean and so living. The place has goy a nice ambience around there."
Chetwoode Hall (Indian Military Academy),"If you are a young man who once wished to join the forces you just might be aware of the epitome of bravery ""The Indian Military Academy"" . This place is exactly what you thought and wished it to be. But hold on there if you are an enthusiast just like me, brother goosebumps are…"
